"index","label","fileName","relativePath","kind","width","height","brightness","saturation","edge","sizeMB"
"431","431 H-0258","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0258.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0258.jpg","highlight-export","3600","2400","91.2","96.57","31.25","2.912"
"432","432 H-0259","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0259.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0259.jpg","highlight-export","2400","3600","123.38","95.2","29.22","2.477"
"433","433 H-0260","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0260.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0260.jpg","highlight-export","3600","2400","69.94","97.54","26.38","2.674"
"434","434 H-0261","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0261.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0261.jpg","highlight-export","3600","2403","88.82","74.92","30.36","2.751"
"435","435 H-0263","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0263.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0263.jpg","highlight-export","2400","3600","83.02","89.23","30.54","3.401"
"436","436 H-0264","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0264.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0264.jpg","highlight-export","2403","3600","121.97","84.69","29.19","2.854"
"437","437 H-0265","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0265.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0265.jpg","highlight-export","3600","2400","144.26","0","28.08","1.601"
"438","438 H-0266","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0266.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0266.jpg","highlight-export","2403","3600","100.87","96.8","33.45","3.166"
"439","439 H-0267","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0267.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0267.jpg","highlight-export","3600","2400","108.91","117.18","37.99","3.574"
"440","440 H-0268","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0268.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0268.jpg","highlight-export","2400","3600","97.61","75.56","24.56","2.675"
"441","441 H-0269","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0269.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0269.jpg","highlight-export","3600","2403","74.11","0","19.51","2.627"
"442","442 H-0270","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0270.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0270.jpg","highlight-export","3600","2403","39.85","63.7","11.88","2.439"
"443","443 H-0271","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0271.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0271.jpg","highlight-export","3600","2400","79.95","72.77","30.56","2.654"
"444","444 H-0272","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0272.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0272.jpg","highlight-export","2400","3600","111.65","95.48","25.07","3.021"
"445","445 H-0273","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0273.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0273.jpg","highlight-export","3600","2400","58.11","91.8","24.6","2.876"
"446","446 H-0274","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0274.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0274.jpg","highlight-export","3600","2400","81.38","0","31.76","2.593"
"447","447 H-0275","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0275.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0275.jpg","highlight-export","3600","2400","30.2","49.62","17.86","1.894"
"448","448 H-0276","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0276.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0276.jpg","highlight-export","3600","2403","39.73","55.96","21.37","2.567"
"449","449 H-0277","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0277.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0277.jpg","highlight-export","3600","2400","37.54","47.69","25.52","1.628"
"450","450 H-0278","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0278.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0278.jpg","highlight-export","3600","2400","31.96","53.84","21.17","1.742"
"451","451 H-0279","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0279.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0279.jpg","highlight-export","2403","3600","41.03","38.39","19.22","2.278"
"452","452 H-0280","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0280.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0280.jpg","highlight-export","2403","3600","62.19","41.52","19.4","2.444"
"453","453 H-0281","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0281.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0281.jpg","highlight-export","3600","2400","61.88","68.95","29.98","2.874"
"454","454 H-0282","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0282.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0282.jpg","highlight-export","2403","3600","96.99","0","13.47","2.103"
"455","455 H-0283","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0283.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0283.jpg","highlight-export","3600","2403","67.08","54.01","24.69","2.574"
"456","456 H-0284","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0284.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0284.jpg","highlight-export","2403","3600","76.59","46.09","18.83","2.047"
"457","457 H-0285","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0285.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0285.jpg","highlight-export","2403","3600","105.08","0","19.54","2.225"
"458","458 H-0286","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0286.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0286.jpg","highlight-export","3600","2403","40.06","53.56","21.69","2.432"
"459","459 H-0287","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0287.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0287.jpg","highlight-export","2400","3600","114.3","41.59","25.22","1.106"
"460","460 H-0288","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0288.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0288.jpg","highlight-export","3600","2403","24.94","18.73","10.55","1.192"
"461","461 H-0289","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0289.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0289.jpg","highlight-export","3600","2400","105.74","56.79","32.74","1.373"
"462","462 H-0290","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0290.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0290.jpg","highlight-export","3600","2400","86.97","46.28","20.56","0.858"
"463","463 H-0291","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0291.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0291.jpg","highlight-export","3600","2403","92.79","89.44","29.23","2.302"
"464","464 H-0292","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0292.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0292.jpg","highlight-export","3600","2400","84.62","72.33","29.74","1.117"
"465","465 H-0293","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0293.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0293.jpg","highlight-export","3600","2403","113.3","73.18","22.41","2.114"
"466","466 H-0294","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0294.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0294.jpg","highlight-export","2400","3600","60.06","56.88","22.42","1.121"
"467","467 H-0295","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0295.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0295.jpg","highlight-export","2400","3600","73.11","55.5","24.16","1.033"
"468","468 H-0296","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0296.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0296.jpg","highlight-export","3600","2403","52.82","0","17.54","1.732"
"469","469 H-0297","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0297.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0297.jpg","highlight-export","3600","2403","111.81","0","31.66","1.602"
"470","470 H-0298","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0298.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0298.jpg","highlight-export","3600","2403","75.97","59.32","21.94","2.191"
"471","471 H-0300","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0300.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0300.jpg","highlight-export","2403","3600","137.64","67.19","25.34","2.29"
"472","472 H-0301","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0301.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0301.jpg","highlight-export","3600","2403","114.77","72.23","31.43","1.995"
"473","473 H-0303","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0303.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0303.jpg","highlight-export","3600","2400","115.8","44.76","30.95","1.301"
"474","474 H-0304","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0304.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0304.jpg","highlight-export","3600","2403","122.01","0","35.81","1.993"
"475","475 H-0305","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0305.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0305.jpg","highlight-export","3600","2403","8.88","10.06","5.65","0.998"
"476","476 H-0306","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0306.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0306.jpg","highlight-export","3600","2403","66.62","53.54","25.17","3.207"
"477","477 H-0307","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0307.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0307.jpg","highlight-export","3600","2400","102.27","60.06","34.59","1.35"
"478","478 H-0308","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0308.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0308.jpg","highlight-export","3600","2400","110.97","66.89","28.53","1.302"
"479","479 H-0309","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0309.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0309.jpg","highlight-export","3600","2400","107.53","32.22","26.77","1.017"
"480","480 H-0310","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0310.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0310.jpg","highlight-export","3600","2403","35.28","15.92","17.36","1.258"
"481","481 H-0311","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0311.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0311.jpg","highlight-export","3600","2400","40.94","30.09","20.91","0.955"
"482","482 H-0312","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0312.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0312.jpg","highlight-export","3600","2403","52.76","0","21.84","2.243"
"483","483 H-0313","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0313.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0313.jpg","highlight-export","3600","2403","61.84","44.54","31.07","1.341"
"484","484 H-0314","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0314.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0314.jpg","highlight-export","2400","3600","99.19","49.76","27.34","1.277"
"485","485 H-0315","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0315.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0315.jpg","highlight-export","3600","2403","104.92","0","32.57","1.817"
"486","486 H-0316","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0316.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0316.jpg","highlight-export","3600","2403","45.33","46.97","20.2","2.09"
"487","487 H-0317","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0317.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0317.jpg","highlight-export","3600","2403","100.71","0","35.89","2.061"
"488","488 H-0318","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0318.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0318.jpg","highlight-export","3600","2403","21.95","16.74","13.14","0.912"
"489","489 H-0319","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0319.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0319.jpg","highlight-export","3600","2403","26.45","19.05","11.3","2.037"
"490","490 H-0320","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0320.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0320.jpg","highlight-export","2400","3600","65.55","57.93","25.71","2.34"
"491","491 H-0321","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0321.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0321.jpg","highlight-export","3600","2403","45.02","0","21.62","2.39"
"492","492 H-0322","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0322.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0322.jpg","highlight-export","3600","2403","39.06","36.57","27.8","2.073"
"493","493 H-0323","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0323.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0323.jpg","highlight-export","3600","2403","37.14","43.18","20.17","2.231"
"494","494 H-0324","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0324.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0324.jpg","highlight-export","3600","2403","36.11","50.68","16.75","2.221"
"495","495 H-0325","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0325.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0325.jpg","highlight-export","3600","2403","40.16","49.57","15.9","2.254"
"496","496 H-0326","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0326.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0326.jpg","highlight-export","2400","3600","49.53","41.19","18.15","1.207"
"497","497 H-0327","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0327.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0327.jpg","highlight-export","3600","2403","39.61","56.19","15.51","2.315"
"498","498 H-0328","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0328.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0328.jpg","highlight-export","3600","2403","42.83","61.4","17.38","2.424"
"499","499 H-0329","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0329.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0329.jpg","highlight-export","3600","2403","48.4","69.14","17.51","2.614"
"500","500 H-0330","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0330.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-HIGHLIGHTS-0330.jpg","highlight-export","3600","2403","48.18","49.59","19.99","2.356"
